$\kappa$,$\tilde{\lambda}$,$\varphi$,$\tilde{\tau}$,$\tilde{\tau}_c$,$S$,$\Delta \tilde{G}$,$\beta$,$N$,$\tilde{T}$,$x_{\mathrm{scale}}$ (nm/ND),$t_{\mathrm{scale}}$ (ms/ND),$f_{\mathrm{scale}}$ (pN/ND)
8.435341529548168182e-03,4.971549510955810547e-01,1.148698925971984863e-01,2.975098788738250732e-01,2.259063720703125000e-02,1.148698925971984863e-01,7.947761565446853638e-02,1.148698925971984863e-01,2.778486581519246101e-03,1.148698925971984863e-01,1.615762710571289062e-01,1.999999987845058058e-08,3.527830168604850769e-02
